loc_x,loc_y,shot_type,shot_made_flag
161,66,Jump Shot,0.0
191,177,Jump Shot,0.0
0,0,Dunk,1.0
-155,47,Jump Shot,0.0
94,179,Jump Shot,1.0
-113,148,Jump Shot,0.0
-92,169,Jump Shot,1.0
0,0,Tip Shot,0.0
43,57,Jump Shot,0.0
-141,70,Jump Shot,0.0
58,26,Jump Shot,0.0
-149,125,Jump Shot,0.0
0,0,Layup,1.0
9,11,Layup,1.0
134,129,Jump Shot,1.0
148,97,Jump Shot,0.0
22,4,Layup,0.0
51,40,Jump Shot,1.0
-206,91,Jump Shot,0.0
1,21,Layup,1.0
-71,129,Jump Shot,1.0
9,15,Layup,0.0
-56,28,Jump Shot,0.0
-94,15,Jump Shot,1.0
140,11,Jump Shot,1.0
1,289,Jump Shot,0.0
1,34,Jump Shot,0.0
-162,4,Jump Shot,0.0
9,0,Layup,1.0
-48,91,Jump Shot,0.0
-94,-4,Jump Shot,0.0
-65,169,Jump Shot,0.0
9,4,Dunk,1.0
237,4,Jump Shot,0.0
0,0,Layup,0.0
62,217,Jump Shot,0.0
-151,30,Jump Shot,0.0
3,137,Jump Shot,1.0
-193,93,Jump Shot,1.0
-202,19,Jump Shot,0.0
-23,126,Jump Shot,0.0
3,66,Jump Shot,1.0
146,19,Jump Shot,0.0
77,4,Jump Shot,0.0
-29,49,Jump Shot,0.0
0,0,Layup,0.0
146,36,Jump Shot,1.0
0,0,Layup,0.0
18,42,Jump Shot,1.0
-155,34,Jump Shot,1.0
-92,158,Jump Shot,1.0
-191,80,Jump Shot,0.0
0,0,Layup,1.0
-18,203,Jump Shot,1.0
7,30,Layup,0.0
22,80,Jump Shot,0.0
-12,101,Jump Shot,1.0
159,135,Jump Shot,1.0
7,253,Jump Shot,1.0
-170,-2,Jump Shot,1.0
-149,0,Jump Shot,0.0
201,148,Jump Shot,1.0
115,186,Jump Shot,1.0
-200,7,Jump Shot,1.0
-12,57,Jump Shot,0.0
0,0,Layup,1.0
153,152,Jump Shot,0.0
7,213,Jump Shot,0.0
-18,7,Layup,0.0
-42,209,Jump Shot,1.0
180,118,Jump Shot,1.0
-170,34,Jump Shot,1.0
-149,224,Jump Shot,0.0
79,253,Jump Shot,0.0
188,392,Jump Shot,0.0
-122,173,Jump Shot,0.0
-191,59,Jump Shot,1.0
-44,384,Jump Shot,0.0
5,13,Dunk,1.0
117,135,Jump Shot,1.0
132,179,Jump Shot,1.0
159,40,Jump Shot,0.0
-164,125,Jump Shot,0.0
-1,26,Layup,0.0
11,251,Jump Shot,0.0
172,59,Jump Shot,0.0
-50,26,Jump Shot,1.0
-1,53,Jump Shot,0.0
106,163,Jump Shot,1.0
0,0,Hook Shot,1.0
142,230,Jump Shot,0.0
0,0,Dunk,1.0
0,0,Layup,1.0
0,0,Layup,1.0
64,131,Jump Shot,0.0
1,85,Jump Shot,0.0
1,91,Jump Shot,0.0
0,0,Layup,1.0
14,61,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,1.0
87,66,Jump Shot,0.0
117,171,Jump Shot,0.0
-52,32,Jump Shot,0.0
-31,49,Jump Shot,0.0
30,21,Jump Shot,0.0
0,0,Dunk,1.0
0,0,Layup,1.0
-168,17,Jump Shot,0.0
0,0,Layup,1.0
0,0,Dunk,0.0
0,0,Dunk,1.0
0,0,Layup,0.0
-153,-15,Jump Shot,1.0
-52,150,Jump Shot,0.0
-67,95,Jump Shot,1.0
-25,251,Jump Shot,1.0
1,101,Jump Shot,0.0
-111,125,Jump Shot,0.0
115,163,Jump Shot,0.0
0,0,Tip Shot,0.0
0,0,Layup,1.0
7,91,Jump Shot,0.0
-84,91,Jump Shot,0.0
121,141,Jump Shot,0.0
0,0,Layup,0.0
-189,51,Jump Shot,0.0
0,0,Tip Shot,0.0
85,156,Jump Shot,0.0
0,0,Layup,1.0
22,74,Jump Shot,1.0
155,101,Jump Shot,0.0
-90,146,Jump Shot,1.0
169,40,Jump Shot,0.0
-84,247,Jump Shot,0.0
-54,34,Jump Shot,0.0
0,0,Layup,0.0
0,0,Dunk,1.0
-39,203,Jump Shot,1.0
-141,23,Jump Shot,1.0
58,74,Jump Shot,0.0
-27,112,Jump Shot,0.0
0,0,Layup,1.0
148,7,Jump Shot,0.0
0,0,Dunk,1.0
134,135,Jump Shot,0.0
-153,85,Jump Shot,1.0
-54,253,Jump Shot,0.0
-141,85,Jump Shot,0.0
-111,2,Jump Shot,0.0
49,118,Jump Shot,1.0
-98,131,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,0.0
-126,57,Jump Shot,0.0
94,108,Jump Shot,0.0
-63,125,Jump Shot,0.0
142,108,Jump Shot,0.0
0,0,Layup,1.0
85,13,Jump Shot,0.0
0,0,Layup,0.0
0,0,Layup,1.0
94,-2,Jump Shot,1.0
14,74,Jump Shot,0.0
115,85,Jump Shot,0.0
0,0,Layup,0.0
49,85,Jump Shot,1.0
-77,7,Jump Shot,1.0
58,47,Jump Shot,0.0
0,0,Layup,1.0
-77,186,Jump Shot,0.0
73,163,Jump Shot,1.0
94,2,Hook Shot,1.0
127,125,Jump Shot,1.0
-6,169,Jump Shot,0.0
0,0,Dunk,1.0
132,114,Jump Shot,1.0
0,0,Dunk,1.0
-172,34,Jump Shot,0.0
153,213,Jump Shot,0.0
-157,63,Jump Shot,0.0
119,91,Jump Shot,1.0
18,163,Jump Shot,0.0
212,148,Jump Shot,1.0
161,74,Jump Shot,0.0
-94,129,Jump Shot,1.0
-145,97,Jump Shot,1.0
-151,91,Jump Shot,0.0
0,0,Layup,0.0
68,51,Jump Shot,1.0
62,57,Jump Shot,1.0
-166,57,Jump Shot,1.0
77,152,Jump Shot,0.0
104,163,Jump Shot,1.0
0,0,Layup,1.0
-124,135,Jump Shot,0.0
0,0,Layup,0.0
-94,274,Jump Shot,0.0
-136,47,Jump Shot,0.0
-50,47,Jump Shot,1.0
77,91,Jump Shot,1.0
161,47,Jump Shot,1.0
47,91,Jump Shot,1.0
11,0,Dunk,1.0
11,-6,Dunk,1.0
-44,0,Jump Shot,0.0
3,57,Jump Shot,1.0
-229,70,Jump Shot,0.0
-101,-6,Jump Shot,1.0
3,196,Jump Shot,0.0
98,234,Jump Shot,1.0
47,9,Jump Shot,0.0
-145,9,Jump Shot,0.0
89,196,Jump Shot,1.0
11,9,Dunk,1.0
24,42,Jump Shot,0.0
3,200,Jump Shot,0.0
32,47,Jump Shot,1.0
-65,55,Jump Shot,0.0
0,0,Dunk,0.0
-145,0,Jump Shot,0.0
-23,194,Jump Shot,0.0
-166,55,Jump Shot,0.0
-1,49,Jump Shot,0.0
-151,-38,Jump Shot,0.0
140,-38,Jump Shot,1.0
146,144,Jump Shot,0.0
-8,255,Jump Shot,0.0
62,154,Jump Shot,0.0
182,137,Jump Shot,1.0
0,0,Layup,1.0
-115,-32,Jump Shot,0.0
161,21,Jump Shot,0.0
132,61,Jump Shot,0.0
0,0,Layup,1.0
68,55,Jump Shot,0.0
0,0,Dunk,0.0
0,0,Layup,1.0
-1,51,Jump Shot,1.0
-101,0,Jump Shot,0.0
-193,66,Jump Shot,1.0
0,0,Dunk,1.0
-71,17,Jump Shot,0.0
0,0,Layup,1.0
39,34,Jump Shot,0.0
153,40,Jump Shot,0.0
-16,55,Jump Shot,0.0
-44,7,Jump Shot,1.0
0,0,Layup,0.0
0,0,Layup,0.0
140,13,Jump Shot,0.0
0,0,Layup,1.0
11,150,Jump Shot,0.0
132,110,Jump Shot,0.0
68,-6,Jump Shot,1.0
18,200,Jump Shot,0.0
125,55,Jump Shot,0.0
47,160,Jump Shot,0.0
0,0,Layup,0.0
0,0,Layup,0.0
98,-6,Jump Shot,0.0
146,82,Jump Shot,1.0
98,99,Jump Shot,1.0
-109,49,Jump Shot,0.0
140,42,Jump Shot,0.0
0,0,Jump Shot,1.0
22,163,Jump Shot,0.0
94,253,Jump Shot,0.0
-77,270,Jump Shot,0.0
134,112,Jump Shot,0.0
-111,40,Jump Shot,0.0
-126,-8,Jump Shot,1.0
163,108,Jump Shot,1.0
85,152,Jump Shot,1.0
142,101,Jump Shot,1.0
-141,-8,Jump Shot,1.0
-126,40,Jump Shot,0.0
-147,23,Jump Shot,0.0
169,-2,Jump Shot,1.0
-48,192,Jump Shot,0.0
134,118,Jump Shot,0.0
-126,85,Jump Shot,0.0
127,131,Jump Shot,1.0
7,57,Jump Shot,0.0
100,156,Jump Shot,0.0
0,0,Dunk,1.0
106,118,Jump Shot,0.0
0,0,Layup,1.0
134,118,Jump Shot,1.0
-111,152,Jump Shot,0.0
106,125,Jump Shot,1.0
-27,97,Jump Shot,0.0
1,156,Jump Shot,1.0
0,0,Layup,1.0
100,108,Jump Shot,0.0
127,-8,Jump Shot,1.0
-160,13,Jump Shot,0.0
0,0,Layup,0.0
-18,192,Jump Shot,1.0
-126,-15,Jump Shot,1.0
0,0,Layup,1.0
35,135,Jump Shot,1.0
155,13,Jump Shot,0.0
0,0,Layup,0.0
134,163,Jump Shot,0.0
142,-29,Jump Shot,1.0
14,274,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,0.0
0,0,Layup,0.0
73,207,Jump Shot,0.0
-69,135,Jump Shot,0.0
0,0,Layup,0.0
0,0,Layup,1.0
0,0,Layup,1.0
94,156,Jump Shot,1.0
1,118,Jump Shot,0.0
241,7,Jump Shot,0.0
0,0,Layup,1.0
-84,112,Jump Shot,1.0
-105,-8,Jump Shot,0.0
155,125,Jump Shot,1.0
73,253,Jump Shot,1.0
0,0,Layup,1.0
-48,40,Jump Shot,0.0
0,0,Layup,0.0
-141,-2,Jump Shot,0.0
0,0,Layup,1.0
0,0,Dunk,1.0
-160,-2,Jump Shot,0.0
169,192,Jump Shot,0.0
-84,169,Jump Shot,0.0
85,129,Jump Shot,1.0
0,0,Dunk,1.0
37,135,Jump Shot,0.0
73,15,Jump Shot,0.0
0,0,Layup,1.0
-113,169,Jump Shot,1.0
0,0,Layup,1.0
100,108,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,0.0
159,21,Jump Shot,0.0
0,0,Dunk,1.0
0,0,Layup,0.0
30,91,Jump Shot,0.0
0,0,Layup,0.0
0,0,Dunk,1.0
129,215,Jump Shot,1.0
195,97,Jump Shot,0.0
0,0,Dunk,1.0
123,129,Jump Shot,1.0
-113,184,Jump Shot,1.0
-18,200,Jump Shot,0.0
-98,224,Jump Shot,0.0
0,0,Layup,1.0
7,171,Jump Shot,0.0
180,-8,Jump Shot,0.0
-4,148,Jump Shot,1.0
153,141,Jump Shot,0.0
-176,-4,Jump Shot,1.0
180,-21,Jump Shot,1.0
0,0,Dunk,1.0
195,-21,Jump Shot,0.0
22,241,Jump Shot,1.0
-134,230,Jump Shot,0.0
-185,-15,Jump Shot,0.0
-33,30,Jump Shot,0.0
-141,-21,Jump Shot,0.0
0,0,Layup,1.0
0,0,Dunk,1.0
0,0,Layup,0.0
1,51,Jump Shot,1.0
138,118,Jump Shot,1.0
94,158,Jump Shot,1.0
0,0,Layup,1.0
73,72,Jump Shot,1.0
-98,15,Jump Shot,0.0
0,0,Tip Shot,0.0
0,0,Layup,1.0
0,0,Layup,1.0
115,108,Jump Shot,0.0
79,129,Jump Shot,1.0
101,112,Jump Shot,0.0
144,11,Jump Shot,1.0
-105,91,Jump Shot,0.0
-113,192,Jump Shot,0.0
0,0,Dunk,1.0
1,198,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,1.0
64,158,Jump Shot,1.0
113,133,Jump Shot,1.0
172,26,Jump Shot,1.0
-130,156,Jump Shot,0.0
-115,133,Jump Shot,1.0
150,150,Jump Shot,1.0
193,19,Jump Shot,1.0
-20,19,Layup,1.0
3,198,Jump Shot,0.0
0,0,Layup,0.0
-115,169,Jump Shot,0.0
-151,68,Jump Shot,0.0
125,158,Jump Shot,1.0
-16,85,Jump Shot,0.0
0,0,Dunk,1.0
176,192,Jump Shot,1.0
-157,4,Jump Shot,0.0
0,0,Layup,1.0
0,0,Dunk,1.0
98,165,Jump Shot,0.0
-145,588,Jump Shot,0.0
1,40,Layup,1.0
70,196,Jump Shot,1.0
56,26,Jump Shot,1.0
-143,82,Jump Shot,0.0
-14,179,Jump Shot,1.0
-136,127,Jump Shot,0.0
28,0,Dunk,1.0
-115,133,Jump Shot,1.0
77,173,Jump Shot,0.0
0,0,Layup,1.0
5,38,Jump Shot,0.0
167,55,Jump Shot,0.0
0,0,Dunk,1.0
108,120,Jump Shot,0.0
-71,42,Jump Shot,0.0
11,42,Jump Shot,1.0
144,99,Jump Shot,1.0
75,116,Jump Shot,1.0
39,137,Jump Shot,1.0
167,127,Jump Shot,1.0
-170,106,Jump Shot,0.0
144,-6,Jump Shot,0.0
186,9,Jump Shot,1.0
180,0,Jump Shot,1.0
-107,156,Jump Shot,1.0
-8,188,Jump Shot,0.0
201,144,Jump Shot,0.0
81,26,Jump Shot,0.0
-170,0,Jump Shot,1.0
0,0,Layup,0.0
0,0,Layup,1.0
68,19,Jump Shot,0.0
-50,85,Jump Shot,0.0
-178,19,Jump Shot,1.0
-115,57,Jump Shot,0.0
119,7,Jump Shot,0.0
-44,148,Jump Shot,1.0
-65,163,Jump Shot,0.0
-157,203,Jump Shot,1.0
-151,101,Jump Shot,1.0
-145,198,Jump Shot,0.0
-37,91,Jump Shot,1.0
-193,158,Jump Shot,0.0
100,101,Jump Shot,1.0
-71,186,Jump Shot,1.0
-155,97,Jump Shot,0.0
64,68,Jump Shot,1.0
0,0,Dunk,1.0
94,141,Jump Shot,0.0
-92,72,Jump Shot,0.0
0,0,Dunk,1.0
0,0,Layup,0.0
-134,152,Jump Shot,1.0
-134,4,Jump Shot,0.0
0,0,Layup,1.0
-134,118,Jump Shot,1.0
0,0,Layup,0.0
-23,69,Jump Shot,0.0
108,125,Jump Shot,0.0
102,110,Jump Shot,0.0
-115,82,Jump Shot,0.0
218,150,Jump Shot,1.0
-31,133,Jump Shot,0.0
-79,150,Jump Shot,1.0
-88,171,Jump Shot,1.0
-37,133,Jump Shot,0.0
-151,200,Jump Shot,1.0
0,0,Layup,1.0
-37,245,Jump Shot,1.0
146,70,Jump Shot,0.0
-37,13,Jump Shot,0.0
0,0,Jump Shot,0.0
-153,85,Jump Shot,1.0
-153,49,Jump Shot,1.0
220,141,Jump Shot,0.0
-90,4,Jump Shot,1.0
-162,101,Jump Shot,0.0
0,0,Tip Shot,0.0
0,0,Tip Shot,1.0
-168,21,Jump Shot,0.0
43,95,Jump Shot,1.0
0,0,Layup,1.0
0,0,Dunk,1.0
191,-6,Jump Shot,0.0
-195,148,Jump Shot,1.0
-117,38,Jump Shot,1.0
0,0,Dunk,1.0
0,0,Jump Shot,1.0
-92,36,Jump Shot,0.0
-56,93,Jump Shot,1.0
89,59,Jump Shot,1.0
-8,171,Jump Shot,1.0
62,251,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,1.0
-102,92,Jump Shot,0.0
98,120,Jump Shot,1.0
110,133,Jump Shot,1.0
-136,4,Jump Shot,1.0
83,101,Jump Shot,1.0
0,0,Dunk,1.0
3,129,Jump Shot,0.0
153,40,Jump Shot,0.0
77,158,Jump Shot,0.0
-101,21,Jump Shot,1.0
110,141,Jump Shot,1.0
161,215,Jump Shot,0.0
-8,186,Jump Shot,0.0
-65,169,Jump Shot,1.0
3,40,Layup,0.0
104,108,Jump Shot,0.0
0,0,Layup,1.0
0,0,Jump Shot,1.0
157,9,Jump Shot,0.0
11,42,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,0.0
0,0,Jump Shot,0.0
-1,262,Jump Shot,1.0
0,0,Dunk,1.0
148,-6,Jump Shot,1.0
77,205,Jump Shot,0.0
91,148,Jump Shot,0.0
0,0,Dunk,1.0
-1,257,Jump Shot,0.0
-10,257,Jump Shot,1.0
96,156,Jump Shot,0.0
132,219,Jump Shot,1.0
0,0,Tip Shot,0.0
-141,93,Jump Shot,0.0
169,-6,Jump Shot,1.0
-27,30,Jump Shot,1.0
16,194,Jump Shot,0.0
0,0,Dunk,1.0
-27,245,Jump Shot,0.0
28,106,Jump Shot,1.0
-183,228,Jump Shot,0.0
-138,116,Jump Shot,0.0
-183,76,Jump Shot,1.0
-18,4,Layup,0.0
-105,222,Jump Shot,0.0
235,82,Jump Shot,0.0
136,30,Jump Shot,0.0
37,26,Jump Shot,1.0
0,0,Dunk,1.0
-84,144,Jump Shot,1.0
0,0,Dunk,1.0
129,150,Jump Shot,0.0
-113,110,Jump Shot,1.0
-134,26,Jump Shot,0.0
1,194,Jump Shot,0.0
-105,133,Jump Shot,1.0
0,0,Layup,0.0
0,0,Layup,0.0
180,184,Jump Shot,1.0
1,57,Jump Shot,1.0
-84,156,Jump Shot,0.0
16,30,Layup,0.0
-18,104,Jump Shot,1.0
-56,167,Jump Shot,1.0
-242,70,Jump Shot,0.0
129,156,Jump Shot,0.0
-170,13,Jump Shot,0.0
0,0,Layup,1.0
1,63,Jump Shot,0.0
-33,63,Jump Shot,0.0
115,0,Jump Shot,1.0
-4,57,Jump Shot,1.0
0,0,Layup,1.0
-77,87,Jump Shot,1.0
-18,144,Jump Shot,0.0
50,10,Jump Shot,0.0
-34,55,Jump Shot,0.0
153,30,Jump Shot,1.0
-4,163,Jump Shot,0.0
-170,93,Jump Shot,0.0
-71,42,Jump Shot,1.0
-42,7,Jump Shot,0.0
7,253,Jump Shot,0.0
-170,30,Jump Shot,0.0
0,0,Dunk,1.0
163,23,Jump Shot,0.0
0,0,Layup,1.0
16,-2,Layup,0.0
70,0,Jump Shot,1.0
-124,85,Jump Shot,1.0
0,0,Dunk,1.0
-4,55,Jump Shot,1.0
-4,55,Jump Shot,0.0
-63,34,Jump Shot,0.0
-153,215,Jump Shot,0.0
77,0,Jump Shot,1.0
-124,171,Jump Shot,0.0
28,66,Jump Shot,0.0
-147,106,Jump Shot,0.0
-54,28,Jump Shot,0.0
0,0,Layup,0.0
58,13,Jump Shot,1.0
115,7,Jump Shot,1.0
1,82,Jump Shot,1.0
100,133,Jump Shot,0.0
115,133,Jump Shot,0.0
0,0,Layup,1.0
-92,137,Jump Shot,0.0
0,0,Layup,0.0
-27,190,Jump Shot,0.0
83,205,Jump Shot,1.0
0,0,Dunk,0.0
-56,53,Jump Shot,1.0
7,373,Jump Shot,0.0
64,36,Jump Shot,0.0
138,76,Jump Shot,1.0
153,7,Jump Shot,0.0
0,0,Layup,0.0
138,7,Jump Shot,0.0
64,241,Jump Shot,0.0
-141,219,Jump Shot,0.0
123,-2,Jump Shot,0.0
0,0,Layup,1.0
-98,93,Jump Shot,0.0
0,0,Dunk,1.0
0,0,Layup,0.0
0,0,Dunk,0.0
-33,76,Jump Shot,1.0
0,0,Dunk,1.0
136,217,Jump Shot,0.0
-122,45,Jump Shot,0.0
142,34,Jump Shot,0.0
-115,141,Jump Shot,1.0
0,0,Layup,1.0
-44,80,Jump Shot,0.0
-105,7,Jump Shot,1.0
-12,207,Jump Shot,0.0
7,213,Jump Shot,1.0
-12,163,Jump Shot,1.0
0,0,Layup,1.0
22,133,Jump Shot,1.0
43,30,Jump Shot,1.0
0,0,Dunk,1.0
0,0,Dunk,1.0
0,0,Dunk,1.0
-77,99,Jump Shot,1.0
-50,198,Jump Shot,0.0
-65,181,Jump Shot,0.0
60,243,Jump Shot,1.0
3,51,Jump Shot,0.0
0,0,Dunk,1.0
94,146,Jump Shot,1.0
9,66,Jump Shot,0.0
94,133,Jump Shot,1.0
115,59,Jump Shot,0.0
100,42,Jump Shot,0.0
-4,89,Jump Shot,0.0
0,0,Layup,0.0
0,0,Dunk,1.0
0,0,Dunk,1.0
0,0,Layup,0.0
-18,190,Jump Shot,0.0
-96,66,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,1.0
-10,89,Jump Shot,0.0
106,13,Jump Shot,0.0
1,184,Jump Shot,0.0
0,0,Layup,0.0
0,0,Layup,1.0
180,4,Jump Shot,1.0
37,87,Jump Shot,0.0
-155,47,Jump Shot,0.0
-134,163,Jump Shot,1.0
43,207,Jump Shot,1.0
0,0,Layup,1.0
-4,152,Jump Shot,1.0
0,0,Layup,1.0
43,106,Jump Shot,1.0
-77,158,Jump Shot,1.0
-63,173,Jump Shot,1.0
129,158,Jump Shot,0.0
7,118,Jump Shot,1.0
0,0,Dunk,1.0
-185,-6,Jump Shot,0.0
159,26,Jump Shot,1.0
16,241,Jump Shot,0.0
201,158,Jump Shot,0.0
-191,230,Jump Shot,0.0
-42,63,Jump Shot,0.0
-191,70,Jump Shot,0.0
159,26,Jump Shot,0.0
1,144,Jump Shot,0.0
43,137,Jump Shot,1.0
7,106,Jump Shot,0.0
1,133,Jump Shot,1.0
51,184,Jump Shot,0.0
-134,241,Jump Shot,0.0
-155,133,Jump Shot,0.0
-113,99,Jump Shot,0.0
-134,120,Jump Shot,0.0
123,82,Jump Shot,0.0
-113,137,Jump Shot,0.0
144,15,Jump Shot,1.0
167,42,Jump Shot,1.0
138,222,Jump Shot,0.0
-191,15,Jump Shot,1.0
150,139,Jump Shot,0.0
73,36,Jump Shot,0.0
87,116,Jump Shot,1.0
73,30,Jump Shot,1.0
0,0,Dunk,1.0
150,47,Jump Shot,1.0
-124,0,Jump Shot,1.0
-31,150,Jump Shot,0.0
172,-11,Jump Shot,1.0
142,9,Jump Shot,1.0
-103,133,Jump Shot,0.0
106,177,Jump Shot,1.0
172,2,Jump Shot,1.0
0,0,Dunk,1.0
87,80,Jump Shot,0.0
106,9,Jump Shot,1.0
136,219,Jump Shot,0.0
-18,247,Jump Shot,1.0
-157,198,Jump Shot,1.0
87,236,Jump Shot,0.0
100,236,Jump Shot,1.0
-88,264,Jump Shot,0.0
184,356,Jump Shot,0.0
119,85,Jump Shot,0.0
140,97,Jump Shot,0.0
0,0,Layup,1.0
35,160,Jump Shot,1.0
-141,4,Jump Shot,0.0
-14,255,Jump Shot,1.0
98,101,Jump Shot,1.0
0,51,Layup,1.0
-119,141,Jump Shot,0.0
113,118,Jump Shot,0.0
68,11,Jump Shot,0.0
0,0,Layup,0.0
-86,141,Jump Shot,0.0
-107,4,Jump Shot,0.0
-170,34,Jump Shot,1.0
155,0,Jump Shot,0.0
134,165,Jump Shot,0.0
56,91,Jump Shot,0.0
0,125,Jump Shot,0.0
0,0,Layup,0.0
233,28,Jump Shot,0.0
203,135,Jump Shot,1.0
0,0,Layup,0.0
91,150,Jump Shot,0.0
108,76,Jump Shot,1.0
129,-15,Jump Shot,1.0
-75,253,Jump Shot,0.0
115,7,Jump Shot,1.0
-48,293,Jump Shot,0.0
70,7,Jump Shot,0.0
85,156,Jump Shot,0.0
0,0,Layup,0.0
0,0,Layup,1.0
1,57,Jump Shot,0.0
-111,42,Jump Shot,1.0
-124,42,Jump Shot,0.0
157,133,Jump Shot,0.0
0,0,Layup,0.0
157,135,Jump Shot,1.0
-10,213,Jump Shot,0.0
199,30,Jump Shot,0.0
47,101,Jump Shot,1.0
169,125,Jump Shot,1.0
163,114,Jump Shot,1.0
0,0,Layup,1.0
-52,36,Jump Shot,0.0
163,-13,Jump Shot,0.0
11,87,Jump Shot,1.0
-16,158,Jump Shot,0.0
-10,76,Jump Shot,1.0
-117,57,Jump Shot,0.0
-1,57,Jump Shot,1.0
121,80,Jump Shot,0.0
-94,173,Jump Shot,1.0
0,0,Layup,1.0
0,0,Layup,1.0
129,-4,Jump Shot,0.0
108,93,Jump Shot,0.0
0,0,Layup,0.0
64,137,Jump Shot,1.0
1,63,Jump Shot,1.0
0,0,Layup,0.0
89,2,Jump Shot,1.0
140,0,Jump Shot,0.0
-170,194,Jump Shot,0.0
134,-6,Jump Shot,0.0
167,61,Jump Shot,0.0
0,0,Layup,0.0
0,0,Tip Shot,1.0
159,57,Jump Shot,1.0
0,0,Dunk,1.0
0,0,Tip Shot,0.0
-170,129,Jump Shot,1.0
180,129,Jump Shot,1.0
144,45,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,0.0
0,0,Layup,1.0
138,61,Jump Shot,1.0
43,165,Jump Shot,0.0
-134,152,Jump Shot,1.0
-77,125,Jump Shot,1.0
7,209,Jump Shot,0.0
1,112,Jump Shot,1.0
94,114,Jump Shot,1.0
73,129,Jump Shot,0.0
123,108,Jump Shot,1.0
-214,135,Jump Shot,0.0
153,82,Jump Shot,1.0
138,108,Jump Shot,0.0
0,0,Dunk,1.0
129,129,Jump Shot,0.0
-141,42,Jump Shot,0.0
-162,32,Jump Shot,0.0
-4,114,Jump Shot,1.0
0,0,Dunk,1.0
123,4,Jump Shot,1.0
115,11,Jump Shot,0.0
7,57,Jump Shot,0.0
-12,13,Layup,1.0
-33,13,Jump Shot,0.0
85,118,Jump Shot,0.0
-98,179,Jump Shot,0.0
7,57,Jump Shot,0.0
43,7,Dunk,1.0
-33,47,Jump Shot,0.0
115,19,Jump Shot,1.0
159,186,Jump Shot,1.0
-12,0,Layup,1.0
16,7,Dunk,0.0
7,7,Dunk,0.0
1,13,Layup,0.0
-113,0,Jump Shot,0.0
-12,13,Layup,1.0
138,7,Jump Shot,1.0
-63,173,Jump Shot,1.0
-119,135,Jump Shot,0.0
144,146,Jump Shot,0.0
-50,196,Jump Shot,0.0
79,19,Jump Shot,1.0
0,0,Layup,0.0
-29,59,Jump Shot,0.0
-44,59,Jump Shot,0.0
-73,23,Jump Shot,1.0
129,133,Jump Shot,0.0
129,133,Jump Shot,1.0
-189,89,Jump Shot,0.0
-29,82,Jump Shot,1.0
-168,40,Jump Shot,0.0
129,146,Jump Shot,0.0
49,36,Jump Shot,0.0
-35,110,Jump Shot,1.0
0,0,Dunk,1.0
0,0,Layup,0.0
144,70,Jump Shot,0.0
0,0,Layup,0.0
35,63,Jump Shot,0.0
0,0,Layup,0.0
0,0,Layup,1.0
129,53,Jump Shot,1.0
-86,190,Jump Shot,0.0
0,0,Layup,1.0
138,110,Jump Shot,1.0
94,19,Jump Shot,0.0
138,19,Jump Shot,1.0
222,13,Jump Shot,0.0
68,190,Jump Shot,0.0
0,0,Layup,1.0
117,127,Jump Shot,1.0
11,99,Jump Shot,0.0
153,47,Jump Shot,0.0
-113,116,Jump Shot,1.0
-122,179,Jump Shot,0.0
-94,163,Jump Shot,0.0
0,0,Layup,0.0
0,0,Tip Shot,0.0
-155,190,Jump Shot,0.0
-191,13,Jump Shot,0.0
150,93,Jump Shot,0.0
0,0,Layup,1.0
-18,196,Jump Shot,0.0
0,0,Dunk,1.0
-90,179,Jump Shot,1.0
-4,70,Jump Shot,0.0
0,0,Dunk,1.0
0,0,Tip Shot,1.0
0,0,Layup,0.0
64,255,Jump Shot,1.0
-63,186,Jump Shot,1.0
0,0,Dunk,1.0
121,57,Jump Shot,0.0
0,0,Layup,1.0
-117,120,Jump Shot,0.0
0,0,Layup,1.0
191,163,Jump Shot,1.0
-153,17,Jump Shot,0.0
0,0,Dunk,1.0
64,17,Jump Shot,1.0
16,28,Layup,1.0
-195,173,Jump Shot,0.0
-63,76,Jump Shot,0.0
0,0,Dunk,1.0
169,219,Jump Shot,1.0
-33,63,Jump Shot,1.0
64,116,Jump Shot,1.0
-124,51,Jump Shot,1.0
0,0,Layup,1.0
-111,150,Jump Shot,0.0
-176,116,Jump Shot,1.0
-138,76,Jump Shot,1.0
220,0,Jump Shot,0.0
0,0,Dunk,1.0
142,203,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,0.0
0,0,Tip Shot,0.0
0,0,Tip Shot,0.0
64,47,Jump Shot,0.0
0,0,Layup,1.0
-162,70,Jump Shot,0.0
0,0,Layup,0.0
0,0,Layup,1.0
85,0,Hook Shot,0.0
70,63,Jump Shot,1.0
91,150,Jump Shot,0.0
0,0,Dunk,0.0
0,0,Layup,1.0
85,144,Jump Shot,0.0
-54,259,Jump Shot,0.0
-162,-17,Jump Shot,0.0
